Member_number,Date,itemDescription
4241,02-10-2014,yogurt
1150,06-09-2014,rolls/buns
4760,16-10-2014,curd
2098,02-08-2014,rolls/buns
2267,10-06-2014,instant coffee
2965,04-01-2014,white bread
1032,23-09-2014,whole milk
1181,13-07-2014,oil
2917,22-04-2014,waffles
1129,14-11-2014,yogurt
1412,20-06-2014,newspapers
3857,03-04-2014,hard cheese
3854,26-06-2014,sweet spreads
4509,30-07-2014,rolls/buns
3138,28-12-2014,rolls/buns
1162,28-03-2014,berries
4187,04-05-2014,soda
1342,03-04-2014,rolls/buns
3489,26-08-2014,margarine
1335,03-01-2014,dishes
1733,27-02-2014,rolls/buns
2669,24-03-2014,rolls/buns
4629,23-11-2014,pickled vegetables
4287,20-07-2014,pasta
4719,12-02-2014,detergent
4559,01-09-2014,frozen vegetables
4959,10-10-2014,rubbing alcohol
3536,04-04-2014,oil
3164,24-03-2014,white bread
3897,04-11-2014,coffee
3158,06-05-2014,soda
3362,31-05-2014,soda
3158,03-09-2014,margarine
1754,30-06-2014,pickled vegetables
3727,06-07-2014,coffee
2477,01-04-2014,soda
3435,29-05-2014,pasta
4709,08-08-2014,pasta
1268,22-07-2014,misc. beverages
2309,31-10-2014,frozen vegetables
2102,04-12-2014,pet care
1479,24-04-2014,liquor (appetizer)
3346,29-11-2014,frozen meals
4729,22-03-2014,butter
2457,29-08-2014,soda
2627,18-02-2014,coffee
2996,30-08-2014,house keeping products
4284,18-06-2014,canned beer
2195,24-04-2014,margarine
1031,04-03-2014,pot plants
2457,13-12-2014,brown bread
1201,24-10-2014,whole milk
3004,04-09-2014,soda
2849,30-06-2014,brown bread
2698,14-10-2014,other vegetables
2946,19-11-2014,margarine
2337,25-02-2014,coffee
4321,13-08-2014,misc. beverages
3248,16-10-2014,other vegetables
4217,30-08-2014,curd
3735,13-07-2014,whole milk
3552,24-02-2014,long life bakery product
2662,03-02-2014,soda
1107,14-06-2014,newspapers
3580,17-03-2014,butter
4915,08-12-2014,frozen vegetables
3518,06-02-2014,other vegetables
4132,20-09-2014,margarine
3737,30-12-2014,pip fruit
4822,03-01-2014,yogurt
1869,15-03-2014,frozen fish
4770,17-02-2014,roll products 
2886,14-02-2014,waffles
4933,30-07-2014,curd
4915,09-01-2014,sliced cheese
4632,03-02-2014,rolls/buns
4274,22-05-2014,whipped/sour cream
3282,12-05-2014,other vegetables
3458,23-12-2014,dessert
1248,01-02-2014,butter
2866,16-04-2014,whole milk
2661,05-12-2014,soda
1212,03-06-2014,salt
1034,13-05-2014,newspapers
4667,31-08-2014,waffles
2193,11-09-2014,cling film/bags
4187,19-04-2014,onions
3854,27-12-2014,tidbits
2946,29-09-2014,white bread
2515,22-10-2014,flower (seeds)
1803,24-09-2014,soda
2256,02-08-2014,frozen vegetables
2138,18-02-2014,long life bakery product
2701,30-04-2014,salt
2081,14-02-2014,seasonal products
1990,26-06-2014,flower (seeds)
1816,18-01-2014,cake bar
3184,31-01-2014,semi-finished bread
2225,13-10-2014,hard cheese
4482,18-12-2014,cream cheese 
3657,04-09-2014,curd
3745,19-10-2014,butter
1332,16-07-2014,hard cheese
4542,11-10-2014,sweet spreads
4113,23-12-2014,curd
2447,17-05-2014,frozen vegetables
1386,19-09-2014,berries
2337,14-10-2014,soda
2209,16-12-2014,whole milk
2769,31-10-2014,misc. beverages
3321,02-05-2014,sliced cheese
2087,21-08-2014,pickled vegetables
4201,01-09-2014,whipped/sour cream
4600,22-11-2014,berries
4797,01-10-2014,rolls/buns
1472,10-06-2014,sliced cheese
4832,30-01-2014,curd
3292,08-08-2014,red/blush wine
2606,11-01-2014,candles
1299,20-11-2014,white bread
3010,14-02-2014,other vegetables
3164,14-02-2014,coffee
2164,16-06-2014,cream cheese 
3338,26-05-2014,pasta
2886,12-12-2014,butter
3872,23-08-2014,salty snack
4868,10-02-2014,brown bread
1182,20-06-2014,mustard
4870,30-06-2014,root vegetables
1658,03-01-2014,flour
4815,24-01-2014,coffee
1145,05-06-2014,other vegetables
2222,31-07-2014,seasonal products
2862,09-12-2014,soda
3902,19-06-2014,canned beer
4933,03-03-2014,other vegetables
3338,18-11-2014,other vegetables
4649,05-10-2014,root vegetables
1767,08-11-2014,root vegetables
1497,26-05-2014,tea
4235,13-05-2014,seasonal products
1827,27-11-2014,pip fruit
2796,21-09-2014,cling film/bags
4760,16-12-2014,dishes
3435,08-11-2014,butter
3072,18-06-2014,newspapers
2102,21-07-2014,yogurt
2561,19-04-2014,frozen fish
3209,15-03-2014,rolls/buns
1562,30-07-2014,soda
4168,03-12-2014,whipped/sour cream
1517,03-09-2014,coffee
1092,10-12-2014,newspapers
4935,19-03-2014,cling film/bags
1353,25-06-2014,root vegetables
2274,14-08-2014,yogurt
4999,09-04-2014,newspapers
2928,12-12-2014,frozen fish
1204,13-04-2014,beverages
4562,06-11-2014,rolls/buns
1032,26-01-2014,newspapers
1018,27-05-2014,cake bar
3027,29-04-2014,frozen vegetables
1190,25-11-2014,meat spreads
2256,24-11-2014,butter
3425,05-01-2014,soda
4762,07-02-2014,misc. beverages
1547,09-03-2014,long life bakery product
3183,24-09-2014,brown bread
4437,03-12-2014,oil
4663,18-04-2014,whole milk
4407,06-06-2014,liquor (appetizer)
4089,15-03-2014,hamburger meat
4674,18-02-2014,other vegetables
3425,15-12-2014,rolls/buns
4852,24-01-2014,waffles
3333,12-05-2014,other vegetables
2725,05-01-2014,baking powder
4469,13-09-2014,curd
1450,08-12-2014,misc. beverages
2832,07-07-2014,newspapers
3386,10-05-2014,soda
3280,07-06-2014,soda
4464,23-01-2014,coffee
1797,14-11-2014,sliced cheese
3397,07-10-2014,white bread
4416,30-07-2014,newspapers
4274,24-02-2014,rolls/buns
1975,09-01-2014,soups
3912,08-12-2014,cream cheese 
3348,30-03-2014,frozen vegetables
1620,27-02-2014,sparkling wine
1879,08-11-2014,rolls/buns
4092,19-06-2014,root vegetables
4649,06-01-2014,soda
4566,31-10-2014,red/blush wine
1298,26-07-2014,rolls/buns
2740,16-06-2014,whipped/sour cream
4467,11-12-2014,soda
2322,15-02-2014,cake bar
2212,08-06-2014,soda
1905,31-01-2014,soups
3451,08-06-2014,yogurt
2067,03-07-2014,brown bread
2042,19-12-2014,newspapers
1418,21-06-2014,curd
4109,05-12-2014,rolls/buns
2191,22-10-2014,red/blush wine
3304,15-11-2014,white bread
1342,20-08-2014,margarine
1587,01-09-2014,skin care
3321,19-04-2014,salty snack
2334,03-02-2014,rolls/buns
3077,15-05-2014,curd
3571,03-02-2014,curd
4623,25-06-2014,frozen vegetables
4223,20-03-2014,frozen meals
2003,30-11-2014,baking powder
1748,12-03-2014,root vegetables
4449,25-09-2014,brown bread
1061,23-10-2014,dessert
2638,06-01-2014,misc. beverages
1838,19-06-2014,salty snack
1886,13-09-2014,chocolate marshmallow
4546,18-10-2014,pickled vegetables
1797,18-01-2014,chocolate marshmallow
3076,22-02-2014,soda
3624,12-05-2014,hard cheese
1460,07-05-2014,yogurt
1026,18-06-2014,long life bakery product
1733,02-07-2014,butter
3200,07-09-2014,berries
4504,08-03-2014,soda
4044,30-06-2014,other vegetables
1609,07-07-2014,butter
2867,09-05-2014,salty snack
2966,26-11-2014,long life bakery product
2914,09-10-2014,long life bakery product
3904,24-09-2014,newspapers
1840,07-10-2014,brown bread
4618,11-01-2014,other vegetables
1173,18-04-2014,margarine
2036,27-08-2014,onions
1935,17-07-2014,margarine
1755,19-01-2014,soda
1453,21-11-2014,margarine
3987,31-08-2014,yogurt
3027,14-10-2014,berries
2946,14-09-2014,whipped/sour cream
3722,01-08-2014,whole milk
3369,24-01-2014,rolls/buns
1066,15-05-2014,other vegetables
1073,21-03-2014,salt
4061,03-05-2014,canned beer
4709,09-03-2014,root vegetables
4302,26-11-2014,misc. beverages
1574,04-03-2014,newspapers
1267,15-05-2014,whole milk
4374,18-08-2014,cream
4349,29-01-2014,hamburger meat
2559,07-07-2014,rolls/buns
2662,03-08-2014,pickled vegetables
4223,15-06-2014,newspapers
2221,21-06-2014,yogurt
4258,24-06-2014,frozen meals
2521,14-12-2015,yogurt
1381,06-03-2015,salty snack
4050,06-07-2015,flower (seeds)
2833,14-08-2015,other vegetables
2222,21-07-2015,newspapers
2209,20-07-2015,tidbits
1076,14-10-2015,coffee
1721,15-10-2015,margarine
3848,11-10-2015,whole milk
3650,17-07-2015,white bread
2095,06-04-2015,rolls/buns
2481,24-11-2015,rice
4852,29-06-2015,pasta
1325,26-05-2015,mustard
4664,26-05-2015,waffles
2327,18-03-2015,margarine
3138,19-04-2015,salty snack
3241,09-08-2015,rolls/buns
4634,15-05-2015,soda
3671,03-08-2015,onions
3355,02-12-2015,newspapers
1008,03-10-2015,dessert
1920,16-02-2015,flour
4788,28-04-2015,soda
1903,25-01-2015,ketchup
1832,17-04-2015,flour
4439,18-03-2015,artif. sweetener
2101,20-12-2015,canned beer
4992,20-06-2015,sparkling wine
2885,22-03-2015,sliced cheese
1812,14-10-2015,margarine
2378,15-04-2015,soda
3419,20-08-2015,cream cheese 
3449,29-11-2015,brown bread
1256,29-08-2015,oil
3369,23-03-2015,abrasive cleaner
2191,25-10-2015,yogurt
3857,04-11-2015,canned beer
3729,29-11-2015,instant coffee
2627,31-10-2015,frozen vegetables
4302,03-08-2015,salty snack
3786,10-02-2015,baking powder
2613,23-08-2015,newspapers
3904,11-05-2015,curd
1289,08-11-2015,canned beer
2164,08-10-2015,coffee
1450,08-07-2015,instant coffee
2932,22-01-2015,newspapers
1733,18-03-2015,oil
4864,27-03-2015,pot plants
4600,14-07-2015,whipped/sour cream
3588,05-05-2015,hard cheese
2270,09-06-2015,yogurt
2494,05-05-2015,semi-finished bread
4215,31-05-2015,oil
1226,12-11-2015,vinegar
3481,03-08-2015,rolls/buns
2492,01-11-2015,newspapers
3308,19-08-2015,yogurt
1183,12-06-2015,other vegetables
3983,09-09-2015,long life bakery product
4742,15-11-2015,ready soups
2403,14-02-2015,margarine
1748,08-03-2015,whole milk
1780,12-07-2015,newspapers
2601,27-06-2015,baking powder
4518,20-07-2015,butter
4114,07-08-2015,house keeping products
3763,27-06-2015,frozen vegetables
1376,30-06-2015,cream cheese 
1301,07-01-2015,frozen vegetables
1699,07-07-2015,rolls/buns
4552,19-06-2015,yogurt
4618,16-12-2015,butter
3215,21-07-2015,sliced cheese
3741,14-06-2015,candles
1064,25-07-2015,other vegetables
1699,25-09-2015,sweet spreads
3380,16-02-2015,misc. beverages
1113,05-08-2015,baking powder
1497,18-04-2015,coffee
4223,07-10-2015,onions
1421,23-02-2015,newspapers
1073,03-12-2015,dishes
3390,21-02-2015,frozen meals
1186,26-04-2015,canned fruit
2816,11-10-2015,salty snack
3338,17-08-2015,whole milk
1785,03-02-2015,soda
1033,22-04-2015,rolls/buns
2212,27-08-2015,newspapers
2885,15-05-2015,rolls/buns
2447,28-12-2015,soups
1670,17-05-2015,soda
1834,17-09-2015,frozen vegetables
3236,04-07-2015,whipped/sour cream
1765,11-03-2015,whipped/sour cream
2600,28-01-2015,frozen vegetables
2946,07-10-2015,pasta
2055,04-02-2015,pip fruit
1054,04-10-2015,margarine
2996,19-05-2015,newspapers
4928,18-08-2015,cake bar
4408,13-03-2015,cream cheese 
1518,11-12-2015,ketchup
2838,10-11-2015,vinegar
3897,23-08-2015,salty snack
4002,03-09-2015,vinegar
4340,25-12-2015,pot plants
3143,24-05-2015,whipped/sour cream
2209,03-10-2015,butter
2630,21-01-2015,soda
4286,06-06-2015,rolls/buns
1403,15-05-2015,other vegetables
4022,24-04-2015,soda
4139,26-11-2015,soda
2799,17-06-2015,brown bread
4593,07-04-2015,hard cheese
4875,22-08-2015,pickled vegetables
1231,20-05-2015,whipped/sour cream
3897,09-12-2014,seasonal products
4215,10-04-2014,newspapers
1935,28-08-2014,whole milk
1190,18-05-2014,soda
3269,09-07-2014,tidbits
4372,17-04-2014,pasta
3964,11-03-2014,whipped/sour cream
1079,07-10-2014,sweet spreads
4264,16-03-2014,yogurt
2082,10-10-2014,rolls/buns
3766,20-02-2014,rolls/buns
4177,05-02-2014,yogurt
3896,02-04-2014,misc. beverages
3960,14-05-2014,margarine
4286,22-11-2014,yogurt
4814,01-12-2014,other vegetables
2849,11-02-2014,newspapers
1000,24-06-2014,salty snack
2067,05-04-2014,yogurt
1547,07-07-2014,cling film/bags
4932,14-05-2014,brown bread
2138,03-11-2014,brown bread
1512,03-06-2014,yogurt
4598,05-11-2014,pickled vegetables
4533,13-04-2014,curd
3493,09-02-2014,canned beer
1450,04-02-2014,pickled vegetables
4302,07-10-2014,sparkling wine
4349,11-08-2014,cream cheese 
1482,24-09-2014,mayonnaise
1824,28-11-2014,newspapers
4543,29-06-2014,curd
4021,23-04-2014,newspapers
1625,24-12-2014,frozen meals
1129,21-12-2014,cream cheese 
3757,07-04-2014,dessert
3279,09-10-2014,soda
1284,01-09-2014,salty snack
1284,26-06-2014,margarine
2492,10-03-2014,instant coffee
1255,26-09-2014,soda
2508,28-05-2014,frozen vegetables
2929,22-10-2014,cleaner
1054,16-01-2014,soda
4406,06-04-2014,hard cheese
2024,21-07-2014,dessert
4579,10-05-2014,butter
4566,13-04-2014,white bread
4511,15-09-2014,soda
2436,27-11-2014,newspapers
3308,05-11-2014,tea
3848,04-01-2014,chocolate marshmallow
3358,09-09-2014,cream cheese 
4217,27-07-2014,dishes
1276,07-06-2014,dessert
2140,06-10-2014,whole milk
2047,28-04-2014,waffles
4858,14-01-2014,detergent
4378,05-10-2014,vinegar
4201,21-10-2014,rolls/buns
3965,21-09-2014,yogurt
4211,22-03-2014,rolls/buns
4674,15-05-2014,dishes
1070,05-11-2014,cream cheese 
2258,05-03-2014,yogurt
3722,05-07-2014,butter
2627,17-05-2014,liquor (appetizer)
4732,03-12-2014,soda
4995,02-06-2014,mayonnaise
2195,08-03-2014,canned beer
2083,21-10-2014,brown bread
4464,11-04-2014,oil
4113,14-03-2014,root vegetables
1551,28-04-2014,mayonnaise
1107,13-08-2014,whole milk
2272,25-07-2014,yogurt
1741,19-07-2014,margarine
2147,02-05-2014,soda
2789,19-09-2014,flour
3799,17-09-2014,whipped/sour cream
1186,09-02-2014,soda
2832,04-08-2014,curd
3100,11-08-2014,margarine
2197,06-07-2014,long life bakery product
2322,19-01-2014,sweet spreads
3544,13-07-2014,house keeping products
1256,17-06-2014,tea
4264,18-02-2014,newspapers
3718,30-03-2014,candles
1950,11-10-2014,rolls/buns
1353,22-12-2014,whipped/sour cream
2710,18-12-2014,soda
4169,30-03-2014,frozen vegetables
3459,04-12-2014,white bread
4167,28-08-2014,detergent
3496,20-12-2014,margarine
3498,16-08-2014,coffee
4538,18-06-2014,coffee
2661,28-08-2014,rolls/buns
3451,08-01-2014,soda
2222,22-02-2014,cling film/bags
2674,03-09-2014,soda
4078,21-06-2014,soda
4893,10-02-2014,sliced cheese
1838,05-08-2014,canned beer
3468,21-01-2014,butter
3003,08-05-2014,whole milk
1229,26-07-2014,mustard
1711,09-05-2014,newspapers
3491,21-06-2014,detergent
3933,02-12-2014,hard cheese
4800,11-03-2014,long life bakery product
4992,24-02-2014,margarine
2138,01-04-2014,seasonal products
2672,22-05-2014,soda
4309,13-04-2014,waffles
4504,02-03-2014,seasonal products
4109,23-04-2014,margarine
1293,16-08-2014,canned beer
3397,28-10-2014,whipped/sour cream
3402,08-01-2014,newspapers
1748,14-08-2014,rolls/buns
1066,12-06-2014,oil
4623,09-01-2014,newspapers
2496,24-06-2014,soda
1851,11-08-2014,flour
4089,18-03-2014,dessert
4933,01-02-2014,hard cheese
2423,12-02-2014,roll products 
4323,20-09-2014,detergent
1912,19-03-2014,pot plants
3934,27-03-2014,rolls/buns
2195,19-09-2014,other vegetables
2701,17-06-2014,rolls/buns
4465,29-12-2014,onions
3882,01-08-2014,hard cheese
4406,02-02-2014,other vegetables
2043,01-02-2014,waffles
4440,10-07-2014,whipped/sour cream
3236,17-04-2014,brown bread
2068,02-06-2014,yogurt
3842,13-10-2014,pot plants
4893,22-07-2014,beverages
4660,16-10-2014,soda
4862,26-04-2014,whole milk
1403,11-01-2014,cling film/bags
1412,21-08-2014,make up remover
1545,01-04-2014,brown bread
4696,03-10-2014,oil
2963,01-03-2014,pickled vegetables
4769,10-07-2014,soda
3838,21-12-2014,light bulbs
2965,07-06-2014,newspapers
1903,17-02-2014,sweet spreads
1301,30-01-2014,whipped/sour cream
1288,20-08-2014,abrasive cleaner
3960,15-02-2014,rolls/buns
4838,07-09-2014,brown bread
3737,06-07-2014,white bread
1045,12-01-2014,butter
3335,05-09-2014,light bulbs
4862,08-06-2014,whipped/sour cream
2965,04-01-2014,salty snack
1181,13-07-2014,whole milk
1035,15-08-2014,white bread
1412,20-06-2014,specialty fat
3857,03-04-2014,frozen vegetables
3854,26-06-2014,soda
3138,28-12-2014,root vegetables
2125,02-04-2014,soda
2070,27-04-2014,cake bar
4187,04-05-2014,white bread
2042,17-04-2014,cream cheese 
3489,26-08-2014,long life bakery product
1733,27-02-2014,white bread
4875,15-04-2014,misc. beverages
4935,16-02-2014,newspapers
3536,04-04-2014,soups
3164,24-03-2014,rolls/buns
2535,29-12-2014,sweet spreads
3897,04-11-2014,canned beer
3158,06-05-2014,frozen vegetables
4211,16-09-2014,margarine
1809,02-01-2014,waffles
1911,10-03-2014,newspapers
3387,09-05-2014,frozen fish
1418,02-12-2014,butter
4868,04-04-2014,margarine
1785,23-02-2014,cling film/bags
1218,28-05-2014,curd
2869,02-08-2014,brown bread
3008,15-04-2014,coffee
1027,14-05-2014,whole milk
4280,06-09-2014,long life bakery product
4770,15-05-2014,soda
3287,13-05-2014,dessert
1935,24-04-2014,yogurt
2499,20-07-2014,pickled vegetables
1474,13-08-2014,newspapers
3841,29-07-2014,newspapers
3323,06-03-2014,rolls/buns
1184,24-06-2014,newspapers
2921,04-03-2014,specialty fat
2993,23-10-2014,waffles
4786,13-07-2014,waffles
3477,17-07-2014,long life bakery product
1309,06-05-2014,margarine
4800,29-12-2014,tea
2447,26-07-2014,soda
1433,22-09-2014,yogurt
1034,24-02-2014,yogurt
3729,24-12-2014,newspapers
1674,07-06-2014,soda
4933,02-07-2014,soda
4504,21-01-2014,rolls/buns
3896,06-04-2014,soda
2068,21-07-2014,coffee
4896,05-03-2014,whipped/sour cream
4500,25-10-2014,misc. beverages
2279,03-01-2014,pot plants
1026,08-03-2014,rolls/buns
3044,17-09-2014,newspapers
1586,11-03-2014,butter
1425,24-06-2014,soda
2816,18-01-2014,frozen vegetables
4490,21-01-2014,whole milk
3164,24-09-2014,yogurt
2556,02-09-2014,frozen fish
4007,05-10-2014,yogurt
1265,05-12-2014,root vegetables
4593,12-02-2015,cream cheese 
3296,02-03-2015,detergent
1114,10-07-2015,white bread
3842,14-10-2015,whole milk
2663,28-05-2015,yogurt
2193,07-01-2015,sliced cheese
2586,26-10-2015,whipped/sour cream
2078,16-10-2015,newspapers
3414,05-02-2015,other vegetables
4748,24-03-2015,yogurt
1331,29-04-2015,misc. beverages
1140,26-06-2015,cling film/bags
4878,21-09-2015,pickled vegetables
2515,22-07-2015,rolls/buns
1031,15-10-2015,berries
4001,21-06-2015,margarine
3202,14-11-2015,soda
3790,26-07-2015,sweet spreads
3209,28-12-2015,salty snack
3468,08-07-2015,salty snack
3686,01-04-2015,coffee
1265,29-09-2015,red/blush wine
3073,17-01-2015,sliced cheese
3987,17-06-2015,rolls/buns
3735,20-04-2015,margarine
4890,22-04-2015,other vegetables
2704,18-11-2015,rolls/buns
3867,07-09-2015,whipped/sour cream
2348,08-09-2015,long life bakery product
2508,27-12-2015,cling film/bags
3402,11-04-2015,whipped/sour cream
3178,08-12-2015,waffles
2134,26-09-2015,frozen vegetables
1229,20-03-2015,newspapers
2053,17-09-2015,other vegetables
4589,10-07-2015,soda
2613,11-04-2015,white bread
1472,19-09-2015,waffles
2398,08-01-2015,oil
1472,11-02-2015,other vegetables
2504,02-08-2015,oil
1832,17-11-2015,mayonnaise
1403,25-03-2015,sliced cheese
3369,22-02-2015,newspapers
1449,26-01-2015,margarine
1551,14-01-2015,rolls/buns
3763,29-04-2015,flour
1092,16-05-2015,frozen vegetables
2789,06-02-2015,whipped/sour cream
4321,27-10-2015,red/blush wine
1460,24-06-2015,flour
3547,21-10-2015,roll products 
4321,08-05-2015,waffles
1293,05-03-2015,specialty fat
3934,01-05-2015,newspapers
1026,15-03-2015,butter
1218,05-07-2015,butter
4482,30-11-2015,frozen vegetables
2205,07-03-2015,whipped/sour cream
1825,06-10-2015,other vegetables
4063,14-07-2015,soda
4843,02-03-2015,rice
4579,29-10-2015,dessert
4437,28-07-2015,butter
3071,21-01-2015,rolls/buns
3409,20-05-2015,cream
2768,01-01-2015,pot plants
4610,19-04-2015,curd
2960,31-08-2015,frozen vegetables
2514,02-11-2015,curd
2601,26-03-2015,soups
3642,24-02-2015,soda
1353,09-02-2015,instant coffee
1901,29-11-2015,newspapers
1305,24-05-2015,flower (seeds)
3741,06-08-2015,white bread
4759,20-02-2015,margarine
2792,29-07-2015,frozen fish
4875,13-09-2015,frozen vegetables
4486,09-11-2015,onions
1757,15-06-2015,white bread
4251,03-10-2015,soups
2560,26-11-2015,misc. beverages
2393,17-04-2015,whipped/sour cream
2966,08-10-2014,cream cheese 
4272,15-05-2014,meat spreads
1433,22-09-2014,brown bread
1674,07-06-2014,margarine
4933,02-07-2014,white bread
4504,21-01-2014,brown bread
4896,05-03-2014,sweet spreads
3727,13-07-2014,long life bakery product
4500,25-10-2014,pickled vegetables
2279,03-01-2014,soda
4868,24-12-2014,soda
1816,20-06-2014,coffee
1026,08-03-2014,pickled vegetables
1472,15-02-2014,misc. beverages
1586,11-03-2014,hard cheese
1425,24-06-2014,newspapers
4169,09-08-2014,soda
2816,18-01-2014,margarine
4007,05-10-2014,canned beer
1265,05-12-2014,waffles
3529,02-09-2014,dental care
4851,07-08-2014,frozen vegetables
4797,30-11-2014,sparkling wine
3427,16-10-2014,red/blush wine
4988,19-04-2014,curd
3348,18-01-2014,pickled vegetables
1265,01-02-2014,soda
2701,12-03-2014,soda
2786,21-02-2014,soda
2337,04-03-2014,rum
1658,26-06-2014,margarine
2765,01-09-2014,whipped/sour cream
2653,06-06-2014,newspapers
2994,30-04-2014,rolls/buns
2769,24-08-2014,roll products 
4367,07-01-2014,curd
3881,20-04-2014,rice
3380,23-02-2014,frozen fish
3375,19-10-2014,specialty vegetables
1938,13-03-2014,whole milk
3376,07-01-2014,cream cheese 
4865,17-11-2014,other vegetables
1831,29-07-2014,hard cheese
1840,28-12-2014,instant coffee
1574,25-04-2014,margarine
3902,27-10-2014,liquor (appetizer)
4524,17-04-2014,curd
1782,30-08-2014,newspapers
3116,12-06-2014,baking powder
2098,20-10-2014,flour
2403,14-04-2014,hard cheese
4055,25-03-2014,soda
1468,05-02-2014,seasonal products
1236,27-06-2014,dishes
2452,08-03-2014,sliced cheese
1825,07-01-2014,whole milk
1574,28-02-2014,roll products 
1809,27-10-2014,soda
1034,28-04-2014,frozen meals
2515,01-09-2014,yogurt
3294,26-02-2014,pickled vegetables
2205,28-10-2014,soda
2980,17-01-2014,cleaner
1289,10-08-2014,prosecco
1489,06-01-2014,brown bread
1432,18-09-2014,pickled vegetables
4569,28-07-2014,cereals
2602,04-02-2014,pot plants
1611,26-02-2015,flower (seeds)
4102,03-11-2015,meat spreads
3980,16-09-2015,cake bar
2663,21-10-2015,rum
2164,24-11-2015,curd
4804,27-12-2015,coffee
3737,05-05-2015,flower (seeds)
4589,08-10-2015,semi-finished bread
4195,01-10-2015,waffles
2447,21-01-2015,coffee
3872,23-11-2015,sliced cheese
4569,27-07-2015,root vegetables
3757,04-02-2015,root vegetables
3682,05-03-2015,ready soups
4235,19-12-2015,waffles
4284,14-10-2015,salt
4116,01-05-2015,detergent
1476,22-03-2015,newspapers
3118,29-12-2015,yogurt
2527,11-08-2015,rice
1773,01-11-2015,detergent
1319,19-05-2015,canned beer
4280,06-12-2015,pasta
4727,11-04-2015,yogurt
3726,26-05-2015,hard cheese
1742,12-12-2015,salty snack
2047,08-05-2015,soda
1450,16-11-2015,soda
2494,05-05-2015,newspapers
1994,11-03-2015,coffee
1226,12-11-2015,long life bakery product
2492,01-11-2015,nut snack
1183,12-06-2015,canned beer
2403,14-02-2015,butter
1353,21-01-2015,newspapers
2300,19-09-2015,flour
4546,03-09-2015,brown bread
2867,12-11-2015,canned vegetables
1420,14-01-2015,oil
2978,05-06-2015,whipped/sour cream
1061,05-09-2015,margarine
3023,28-07-2015,pickled vegetables
3552,16-06-2015,margarine
4177,13-04-2015,semi-finished bread
4875,12-05-2015,detergent
1199,10-12-2015,salty snack
2443,12-01-2015,long life bakery product
2932,22-01-2015,yogurt
3055,18-08-2015,waffles
4486,21-07-2015,chocolate marshmallow
2270,09-06-2015,coffee
3358,21-02-2015,yogurt
4215,31-05-2015,whipped/sour cream
2492,01-11-2015,canned beer
1220,09-02-2015,dental care
3983,09-09-2015,white bread
4742,15-11-2015,soda
1298,23-06-2015,dishes
2091,02-08-2015,canned beer
3100,06-03-2015,salty snack
1670,22-11-2015,hard cheese
4109,04-10-2015,white bread
2602,08-02-2015,margarine
2703,21-09-2015,soups
1539,27-09-2015,rolls/buns
2560,07-06-2015,rolls/buns
4467,23-04-2015,newspapers
1825,21-11-2015,oil
1444,29-12-2015,margarine
1698,22-07-2015,brown bread
1545,17-10-2015,semi-finished bread
1230,19-11-2015,misc. beverages
2471,19-03-2015,misc. beverages
2560,19-06-2015,sweet spreads
1276,28-08-2015,semi-finished bread
1670,30-06-2015,newspapers
2899,09-11-2015,pot plants
3648,02-06-2015,cream cheese 
1851,11-07-2015,beverages
2305,28-09-2015,mustard
4007,13-03-2015,cream cheese 
1334,07-03-2015,butter
2547,24-11-2015,butter
3027,14-09-2015,baking powder
1342,07-01-2015,rice
1218,20-08-2015,frozen fish
1827,01-07-2015,yogurt
1741,20-12-2015,curd
4238,12-12-2015,cereals
3296,22-05-2015,baking powder
1617,30-03-2015,waffles
1570,15-03-2015,waffles
3348,05-12-2015,margarine
2899,24-11-2015,rolls/buns
1474,02-06-2015,misc. beverages
4217,17-06-2015,rolls/buns
4302,05-04-2015,newspapers
3236,26-01-2015,waffles
2370,04-02-2015,cleaner
2240,20-09-2015,brown bread
1231,27-10-2015,flour
1319,10-01-2015,soda
4524,26-12-2015,whipped/sour cream
4559,12-05-2015,coffee
3848,18-11-2015,hard cheese
1611,26-02-2015,coffee
4102,03-11-2015,whipped/sour cream
2829,19-12-2015,detergent
2869,10-12-2015,newspapers
4195,01-10-2015,rolls/buns
1444,14-10-2015,brown bread
3304,30-11-2015,whipped/sour cream
3757,04-02-2015,pet care
4235,19-12-2015,nut snack
1332,02-12-2015,mayonnaise
3077,29-05-2015,butter
2443,20-06-2015,waffles
3472,30-04-2015,misc. beverages
1328,24-03-2015,butter
3434,10-06-2015,soda
3438,27-12-2015,cling film/bags
1140,01-05-2015,waffles
3872,28-03-2015,dental care
4215,30-06-2015,misc. beverages
1869,16-05-2015,brown bread
2638,10-10-2014,mayonnaise
3745,09-12-2014,other vegetables
1748,14-08-2014,pasta
3438,11-06-2014,margarine
4594,28-05-2014,tea
4762,25-06-2014,yogurt
3241,08-01-2014,brown bread
2138,13-05-2014,canned beer
2899,08-01-2014,soda
1185,14-08-2014,frozen meals
2799,31-07-2014,pot plants
4579,19-01-2014,yogurt
2561,27-11-2014,flour
4872,20-10-2014,margarine
4372,11-09-2014,dessert
3138,13-10-2014,margarine
2078,14-05-2014,cream cheese 
4262,03-06-2014,whipped/sour cream
4181,07-09-2014,rolls/buns
2477,30-09-2014,rolls/buns
4758,01-04-2014,white bread
4673,23-06-2014,flour
4589,24-01-2014,yogurt
4696,08-09-2014,whole milk
2994,12-07-2014,long life bakery product
